[일시]신화실업,시가,고가,저가,종가,대비,대비율,<가격이동평균>120,10,[거래량]
2019/01/28,18690,18957,18601,18824,▲134,＋0.71%,N/A,18601,362
2019/01/25,19046,19046,18690,18690,▼223,－1.18%,N/A,18499,534
2019/01/24,18957,18957,18601,18913,▲178,＋0.95%,N/A,18441,896
2019/01/23,18646,18913,18601,18735,▲89,＋0.48%,N/A,18374,1923
2019/01/22,18334,18690,18156,18646,▲356,＋1.95%,N/A,18330,430
2019/01/21,18735,19269,18290,18290,▼445,－2.38%,N/A,18285,269
2019/01/18,18468,18913,18245,18735,▲134,＋0.72%,N/A,18258,590
2019/01/17,18334,18646,18112,18601,▲267,＋1.46%,N/A,18165,414
2019/01/16,18423,18557,18156,18334,▲89,＋0.49%,N/A,18071,532
2019/01/15,17800,18245,17800,18245,▲445,＋2.50%,N/A,18045,964
2019/01/14,18112,18112,17756,17800,▼312,－1.72%,N/A,18031,907
2019/01/11,18245,18245,18023,18112,▼134,－0.73%,N/A,18071,177
2019/01/10,18379,18379,17889,18245,▼45,－0.24%,N/A,18058,320
2019/01/09,18334,18334,17978,18290,▲89,＋0.49%,N/A,17996,94
2019/01/08,18023,18201,17800,18201,▲178,＋0.99%,N/A,18018,255
2019/01/07,17978,18334,17845,18023,▲223,＋1.25%,N/A,18049,256
2019/01/04,17800,18112,17489,17800,▲134,＋0.76%,N/A,18103,576
2019/01/03,18067,18067,17444,17667,▼401,－2.22%,N/A,18227,1488
2019/01/02,18112,18245,17622,18067,▼45,－0.25%,N/A,18392,1100
2018/12/28,18379,18379,17845,18112,▼89,－0.49%,N/A,N/A,694
2018/12/27,18156,18423,17845,18201,▲223,＋1.24%,N/A,N/A,357
2018/12/26,17222,18112,17222,17978,▲356,＋2.02%,N/A,N/A,838
2018/12/24,18512,18512,17622,17622,▼890,－4.81%,N/A,N/A,1546
2018/12/21,18468,18512,18245,18512,0.0,0.00%,N/A,N/A,719
2018/12/20,18334,18557,18067,18512,▼45,－0.24%,N/A,N/A,446
2018/12/19,18868,19002,18423,18557,▼490,－2.57%,N/A,N/A,1522
2018/12/18,19224,19803,18735,19046,▼267,－1.38%,N/A,N/A,3590
2018/12/17,18557,19313,18423,19313,0.0,0.00%,N/A,N/A,7352
