[일시]삼양홀딩스,시가,고가,저가,종가,대비,대비율,<가격이동평균>120,10,[거래량]
2019/05/29,76000,76200,74200,74200,▼1500,－1.98%,N/A,75750,9658
2019/05/28,76100,77200,75500,75700,▼400,－0.53%,N/A,76140,8441
2019/05/27,76000,76500,75400,76100,▼500,－0.65%,N/A,76230,3243
2019/05/24,74800,76600,74600,76600,▲2000,＋2.68%,N/A,76260,13279
2019/05/23,74300,75100,73700,74600,▲300,＋0.40%,N/A,76300,4240
2019/05/22,75100,76000,74000,74300,▼1400,－1.85%,N/A,76520,16846
2019/05/21,75000,76100,75000,75700,0.0,0.00%,N/A,77000,5918
2019/05/20,75700,76600,75400,75700,▼700,－0.92%,N/A,77310,5603
2019/05/17,78300,78300,76200,76400,▼1800,－2.30%,N/A,77650,10863
2019/05/16,77400,78200,76900,78200,▲100,＋0.13%,N/A,78060,10541
2019/05/15,76500,78100,75600,78100,▲1500,＋1.96%,N/A,78280,13579
2019/05/14,76000,78000,75500,76600,▲200,＋0.26%,N/A,78600,11910
2019/05/13,76000,76800,75700,76400,▼600,－0.78%,N/A,78980,12190
2019/05/10,76800,78100,75400,77000,▲200,＋0.26%,N/A,79400,14039
2019/05/09,78800,79800,76800,76800,▼2300,－2.91%,N/A,79930,13346
2019/05/08,77800,79600,77800,79100,▲300,＋0.38%,N/A,80550,7411
2019/05/07,79100,79300,77500,78800,▼300,－0.38%,N/A,80970,17801
2019/05/03,80500,80600,78700,79100,▼1400,－1.74%,N/A,81510,15497
2019/05/02,80100,81100,79500,80500,▲100,＋0.12%,N/A,82050,7551
2019/04/30,81300,81500,80100,80400,▼900,－1.11%,N/A,82560,7455
2019/04/29,80300,81300,79900,81300,▲900,＋1.12%,N/A,83200,5057
2019/04/26,80900,81100,79900,80400,▼200,－0.25%,N/A,83630,8524
2019/04/25,82300,82300,80500,80600,▼1700,－2.07%,N/A,84210,12223
2019/04/24,83000,83300,82200,82300,▼700,－0.84%,N/A,84710,9896
2019/04/23,83300,83300,82400,83000,▼300,－0.36%,N/A,84940,7601
2019/04/22,83900,84300,82800,83300,▼900,－1.07%,N/A,84930,10109
2019/04/19,85200,85200,83800,84200,▼300,－0.36%,N/A,84920,6786
2019/04/18,85200,86100,84100,84500,▼1100,－1.29%,N/A,84760,10529
2019/04/17,86800,86900,85000,85600,▼1200,－1.38%,N/A,84660,10214
2019/04/16,84800,87100,84800,86800,▲1200,＋1.40%,N/A,84480,7876
2019/04/15,85700,87200,85200,85600,▼600,－0.70%,N/A,84120,7568
2019/04/12,85600,86800,84200,86200,▲600,＋0.70%,N/A,83910,10202
2019/04/11,84500,86400,84100,85600,▲1000,＋1.18%,N/A,83540,11025
2019/04/10,82900,84700,82900,84600,▲1700,＋2.05%,N/A,83170,11434
2019/04/09,83400,83500,82700,82900,▼300,－0.36%,N/A,83020,6372
2019/04/08,82700,84700,82600,83200,▲600,＋0.73%,N/A,82990,14472
2019/04/05,83800,84200,82300,82600,▼900,－1.08%,N/A,82970,10525
2019/04/04,83800,84000,82500,83500,▼300,－0.36%,N/A,83300,8611
2019/04/03,82500,84400,82500,83800,▲600,＋0.72%,N/A,83740,9257
2019/04/02,83200,83800,82400,83200,▼300,－0.36%,N/A,84290,8197
2019/04/01,82300,83800,82300,83500,▲1000,＋1.21%,N/A,85030,6276
2019/03/29,82400,83500,81800,82500,▲600,＋0.73%,N/A,85890,8755
2019/03/28,83000,83200,81800,81900,▼1200,－1.44%,N/A,86970,8597
2019/03/27,83000,83300,81900,83100,▲500,＋0.61%,N/A,88080,8594
2019/03/26,83200,84100,82600,82600,▼400,－0.48%,N/A,88680,7405
2019/03/25,85000,86600,82700,83000,▼2900,－3.38%,N/A,89220,17200
2019/03/22,87800,88800,85500,85900,▼2000,－2.28%,N/A,89610,12787
2019/03/21,89400,90100,87800,87900,▼1400,－1.57%,N/A,89760,13481
2019/03/20,90600,91300,88400,89300,▼1300,－1.43%,N/A,89770,9763
2019/03/19,92700,92700,90400,90600,▼1500,－1.63%,N/A,89620,13259
2019/03/18,93300,93300,91500,92100,▼1200,－1.29%,N/A,89370,12317
2019/03/15,91700,93800,91500,93300,▲300,＋0.32%,N/A,88940,29214
2019/03/14,90200,93200,89300,93000,▲3900,＋4.38%,N/A,88040,26289
2019/03/13,88100,90700,88100,89100,▲1100,＋1.25%,N/A,87300,16533
2019/03/12,87300,88100,86900,88000,▲1100,＋1.27%,N/A,86930,10280
2019/03/11,86600,88600,85900,86900,▼500,－0.57%,N/A,86760,9353
2019/03/08,87100,88900,86100,87400,▼600,－0.68%,N/A,86680,8922
2019/03/07,88400,88900,87700,88000,▲200,＋0.23%,N/A,86670,13501
2019/03/06,88400,88500,87300,87800,▼300,－0.34%,N/A,86640,7379
2019/03/05,86900,88400,86700,88100,▲300,＋0.34%,N/A,86560,10572
2019/03/04,85000,88100,85000,87800,▲3500,＋4.15%,N/A,86430,15777
2019/02/28,86300,86600,84300,84300,▼1300,－1.52%,N/A,86400,12782
2019/02/27,85600,86000,84900,85600,▲200,＋0.23%,N/A,86780,9545
2019/02/26,85600,86200,85200,85400,▼900,－1.04%,N/A,86730,7847
2019/02/25,86200,87100,85900,86300,▲200,＋0.23%,N/A,86660,10048
2019/02/22,87400,87800,86000,86100,▼1200,－1.37%,N/A,86330,12206
2019/02/21,87800,88600,87300,87300,▼400,－0.46%,N/A,86080,7720
2019/02/20,86400,89300,86400,87700,▲700,＋0.80%,N/A,85750,15283
2019/02/19,86800,87500,85700,87000,▲200,＋0.23%,N/A,85400,11064
2019/02/18,87700,88500,86400,86800,▼700,－0.80%,N/A,85020,12325
2019/02/15,87900,89100,86600,87500,▼600,－0.68%,N/A,84730,13414
2019/02/14,84400,88200,84000,88100,▲3000,＋3.53%,N/A,84340,18897
2019/02/13,84000,85400,84000,85100,▲400,＋0.47%,N/A,83930,7974
2019/02/12,83300,86700,83200,84700,▲1700,＋2.05%,N/A,83830,21308
2019/02/11,84700,84700,83000,83000,▼600,－0.72%,N/A,83600,9001
2019/02/08,84100,84700,83500,83600,▼400,－0.48%,N/A,83570,9514
2019/02/07,84200,85000,83300,84000,▼200,－0.24%,N/A,83420,9973
2019/02/01,83200,85200,83200,84200,▲1000,＋1.20%,N/A,83340,12028
2019/01/31,84600,84600,82900,83200,▼700,－0.83%,N/A,83310,13573
2019/01/30,83600,84700,83400,83900,▲300,＋0.36%,N/A,83290,8896
2019/01/29,84200,84300,83300,83600,▼400,－0.48%,N/A,83090,9342
2019/01/28,84100,84500,82800,84000,▼100,－0.12%,N/A,82980,9714
2019/01/25,82000,84500,82000,84100,▲1700,＋2.06%,N/A,82830,10359
2019/01/24,81900,83500,81600,82400,▼300,－0.36%,N/A,82640,11203
2019/01/23,81100,84000,81100,82700,▲600,＋0.73%,N/A,82530,11464
2019/01/22,83200,83700,81800,82100,▼1100,－1.32%,N/A,82360,6855
2019/01/21,84100,84400,82300,83200,▼700,－0.83%,N/A,82250,7452
2019/01/18,83700,84300,82900,83900,▲900,＋1.08%,N/A,82140,5550
2019/01/17,81000,83600,81000,83000,▲1100,＋1.34%,N/A,81720,8040
2019/01/16,82000,82700,80500,81900,▼600,－0.73%,N/A,81140,12656
2019/01/15,83000,83700,82500,82500,0.0,0.00%,N/A,80770,13317
2019/01/14,81800,82900,81600,82500,▲300,＋0.36%,N/A,80370,7653
2019/01/11,81600,82900,80700,82200,▲900,＋1.11%,N/A,79880,10615
2019/01/10,81100,82400,80600,81300,▲300,＋0.37%,N/A,79560,9531
2019/01/09,80900,82800,80500,81000,0.0,0.00%,N/A,79470,10261
2019/01/08,82900,82900,80600,81000,▼1100,－1.34%,N/A,79490,6508
2019/01/07,80400,82400,79000,82100,▲2400,＋3.01%,N/A,79670,11002
2019/01/04,78300,80200,76300,79700,▲2500,＋3.24%,N/A,79850,13675
2019/01/03,78900,79200,77200,77200,▼1000,－1.28%,N/A,80310,7299
2019/01/02,78000,79200,76700,78200,▼300,－0.38%,N/A,81150,9938
2018/12/28,77400,79500,77400,78500,▲900,＋1.16%,N/A,N/A,17577
2018/12/27,78200,79500,77200,77600,▼1400,－1.77%,N/A,N/A,14963
2018/12/26,80100,81600,78200,79000,▼1400,－1.74%,N/A,N/A,14902
2018/12/24,81000,82000,80100,80400,▼800,－0.99%,N/A,N/A,10939
2018/12/21,83000,84000,81100,81200,▼1600,－1.93%,N/A,N/A,19288
2018/12/20,85100,85100,82100,82800,▼1100,－1.31%,N/A,N/A,9806
2018/12/19,85000,85200,83200,83900,▼400,－0.47%,N/A,N/A,7028
2018/12/18,85700,86100,83300,84300,▼1300,－1.52%,N/A,N/A,11188
2018/12/17,85500,86500,83800,85600,0.0,0.00%,N/A,N/A,14933
