[일시]한화,시가,고가,저가,종가,대비,대비율,<가격이동평균>120,10,[거래량]
2019-02-01,35200,35200,33750,34000,▼1150,-3.27%,N/A,34035,231415
2019-01-31,34650,35300,34100,35150,▲1000,2.93%,N/A,33995,312430
2019-01-30,34350,34350,33600,34150,▲150,0.44%,N/A,33835,141859
2019-01-29,33800,34250,33600,34000,▼100,-0.29%,N/A,33675,128922
2019-01-28,33900,34400,33600,34100,▲250,0.74%,N/A,33505,219833
2019-01-25,34050,34450,33600,33850,▼450,-1.31%,N/A,33255,206787
2019-01-24,34200,34650,33850,34300,▲50,0.15%,N/A,32980,266026
2019-01-23,33000,34350,33000,34250,▲1000,3.01%,N/A,32580,330599
2019-01-22,33400,33650,32900,33250,▼50,-0.15%,N/A,32270,117885
2019-01-21,33900,33900,32800,33300,▼300,-0.89%,N/A,31950,168067
2019-01-18,33550,33950,33200,33600,▲50,0.15%,N/A,31710,173875
2019-01-17,32750,34150,32750,33550,▲1000,3.07%,N/A,31340,494902
2019-01-16,31950,32700,31950,32550,▲250,0.77%,N/A,30980,185780
2019-01-15,31650,32450,31500,32300,▲700,2.22%,N/A,30825,290859
2019-01-14,30800,31750,30800,31600,▲500,1.61%,N/A,30730,243758
2019-01-11,30500,31150,30500,31100,▲800,2.64%,N/A,30755,178115
2019-01-10,30900,31000,30300,30300,▼850,-2.73%,N/A,30765,211560
2019-01-09,29950,31250,29900,31150,▲1100,3.66%,N/A,30930,151559
2019-01-08,30900,30950,29950,30050,▼850,-2.75%,N/A,31055,132034
2019-01-07,30300,30950,30100,30900,▲1000,3.34%,N/A,31335,175355
2019-01-04,29900,30100,29250,29900,▼50,-0.17%,N/A,31480,148487
2019-01-03,30900,31100,29900,29950,▼1050,-3.39%,N/A,31650,189257
2019-01-02,31450,31750,30800,31000,▼350,-1.12%,N/A,31740,118196
2018-12-28,31500,31750,31200,31350,▼500,-1.57%,N/A,N/A,139309
2018-12-27,31050,31900,30950,31850,▲650,2.08%,N/A,N/A,167357
2018-12-26,31350,31600,31000,31200,▼750,-2.35%,N/A,N/A,132277
2018-12-24,32000,32350,31450,31950,▼450,-1.39%,N/A,N/A,122303
2018-12-21,32750,32800,32150,32400,▼450,-1.37%,N/A,N/A,246397
2018-12-20,32250,32850,31650,32850,▲500,1.55%,N/A,N/A,339690
2018-12-19,31800,32450,31600,32350,▲750,2.37%,N/A,N/A,259678
2018-12-18,30850,31600,30700,31600,▲750,2.43%,N/A,N/A,265938
2018-12-17,31300,31450,30850,30850,0,0.00%,N/A,N/A,149296
